RowId,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Geolocation,ClassID,TopicID,QuestionID,LocationID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
BRFSS~2019~2019~24~Q31~TCC02~AGE~RACE,2019,2019,MD,Maryland,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-76.60926011099963 39.29058096400047),C06,TCC02,Q31,24,AGE,5064,RACE,HIS
BRFSS~2019~2022~17~Q31~TCC02~AGE~RACE,2019,2022,IL,Illinois,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,POINT (-88.99771017799969 40.48501028300046),C06,TCC02,Q31,17,AGE,65PLUS,RACE,NAA
BRFSS~2019~2019~18~Q31~TCC02~AGE~OVERALL,2019,2019,IN,Indiana,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,28.8,28.8,,,23.2,35.1,Age Group,65 years or older,,,POINT (-86.14996019399968 39.766910452000445),C06,TCC02,Q31,18,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2019~2022~26~Q31~TCC02~AGE~SEX,2019,2022,MI,Michigan,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,40.9,40.9,,,28.4,54.7,Age Group,50-64 years,Sex,Male,POINT (-84.71439026999968 44.6613195430005),C06,TCC02,Q31,26,AGE,5064,SEX,MALE
BRFSS~2019~2019~26~Q31~TCC02~AGE~RACE,2019,2019,MI,Michigan,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-84.71439026999968 44.6613195430005),C06,TCC02,Q31,26,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2019~2022~27~Q31~TCC02~AGE~RACE,2019,2022,MN,Minnesota,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-94.79420050299967 46.35564873600049),C06,TCC02,Q31,27,AGE,5064,RACE,ASN
BRFSS~2019~2022~21~Q31~TCC02~AGE~SEX,2019,2022,KY,Kentucky,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,38.1,38.1,,,27.2,50.2,Age Group,Overall,Sex,Male,POINT (-84.77497104799966 37.645970271000465),C06,TCC02,Q31,21,AGE,AGE_OVERALL,SEX,MALE
BRFSS~2019~2022~16~Q31~TCC02~AGE~SEX,2019,2022,ID,Idaho,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,36.6,36.6,,,28.9,44.9,Age Group,Overall,Sex,Female,POINT (-114.3637300419997 43.682630005000476),C06,TCC02,Q31,16,AGE,AGE_OVERALL,SEX,FEMALE
BRFSS~2019~2022~9002~Q31~TCC02~AGE~RACE,2019,2022,MDW,Midwest,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,45.4,45.4,&,Regional estimates may not represent all states in the region,26.3,66.0,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,C06,TCC02,Q31,9002,AGE,65PLUS,RACE,BLK
BRFSS~2019~2022~17~Q31~TCC02~AGE~SEX,2019,2022,IL,Illinois,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Sex,Female,POINT (-88.99771017799969 40.48501028300046),C06,TCC02,Q31,17,AGE,5064,SEX,FEMALE
BRFSS~2019~2019~9002~Q31~TCC02~AGE~RACE,2019,2019,MDW,Midwest,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,62.6,62.6,&,Regional estimates may not represent all states in the region,39.1,81.4,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,C06,TCC02,Q31,9002,AGE,5064,RACE,NAA
BRFSS~2019~2019~22~Q31~TCC02~AGE~OVERALL,2019,2019,LA,Louisiana,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,54.4,54.4,,,45.1,63.3,Age Group,50-64 years,,,POINT (-92.44568007099969 31.31266064400046),C06,TCC02,Q31,22,AGE,5064,OVERALL,OVERALL
BRFSS~2019~2022~22~Q31~TCC02~AGE~SEX,2019,2022,LA,Louisiana,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,59.2,59.2,,,46.8,70.6,Age Group,50-64 years,Sex,Female,POINT (-92.44568007099969 31.31266064400046),C06,TCC02,Q31,22,AGE,5064,SEX,FEMALE
BRFSS~2019~2019~9002~Q31~TCC02~AGE~SEX,2019,2019,MDW,Midwest,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,40.4,40.4,&,Regional estimates may not represent all states in the region,34.6,46.5,Age Group,50-64 years,Sex,Male,,C06,TCC02,Q31,9002,AGE,5064,SEX,MALE
BRFSS~2019~2022~27~Q31~TCC02~AGE~RACE,2019,2022,MN,Minnesota,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-94.79420050299967 46.35564873600049),C06,TCC02,Q31,27,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2019~2019~22~Q31~TCC02~AGE~RACE,2019,2019,LA,Louisiana,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-92.44568007099969 31.31266064400046),C06,TCC02,Q31,22,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2019~2019~9002~Q31~TCC02~AGE~RACE,2019,2019,MDW,Midwest,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,57.1,57.1,&,Regional estimates may not represent all states in the region,38.7,73.7,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,C06,TCC02,Q31,9002,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2019~2022~15~Q31~TCC02~AGE~RACE,2019,2022,HI,Hawaii,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,40.7,40.7,,,28.7,53.9,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,POINT (-157.85774940299973 21.304850435000446),C06,TCC02,Q31,15,AGE,65PLUS,RACE,ASN
BRFSS~2019~2019~20~Q31~TCC02~AGE~SEX,2019,2019,KS,Kansas,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,29.4,29.4,,,17.9,44.4,Age Group,50-64 years,Sex,Male,POINT (-98.20078122699965 38.34774030000045),C06,TCC02,Q31,20,AGE,5064,SEX,MALE
BRFSS~2019~2022~20~Q31~TCC02~AGE~SEX,2019,2022,KS,Kansas,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,22.1,22.1,,,14.1,32.8,Age Group,65 years or older,Sex,Male,POINT (-98.20078122699965 38.34774030000045),C06,TCC02,Q31,20,AGE,65PLUS,SEX,MALE
BRFSS~2019~2019~27~Q31~TCC02~AGE~RACE,2019,2019,MN,Minnesota,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-94.79420050299967 46.35564873600049),C06,TCC02,Q31,27,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2019~2019~19~Q31~TCC02~AGE~RACE,2019,2019,IA,Iowa,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-93.81649055599968 42.46940091300047),C06,TCC02,Q31,19,AGE,65PLUS,RACE,BLK
BRFSS~2019~2019~24~Q31~TCC02~AGE~SEX,2019,2019,MD,Maryland,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,34.0,34.0,,,25.4,43.8,Age Group,Overall,Sex,Female,POINT (-76.60926011099963 39.29058096400047),C06,TCC02,Q31,24,AGE,AGE_OVERALL,SEX,FEMALE
BRFSS~2019~2022~27~Q31~TCC02~AGE~OVERALL,2019,2022,MN,Minnesota,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,29.4,29.4,,,24.9,34.4,Age Group,Overall,,,POINT (-94.79420050299967 46.35564873600049),C06,TCC02,Q31,27,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2019~2019~19~Q31~TCC02~AGE~RACE,2019,2019,IA,Iowa,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-93.81649055599968 42.46940091300047),C06,TCC02,Q31,19,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2019~2019~24~Q31~TCC02~AGE~OVERALL,2019,2019,MD,Maryland,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,25.8,25.8,,,19.0,34.1,Age Group,65 years or older,,,POINT (-76.60926011099963 39.29058096400047),C06,TCC02,Q31,24,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2019~2022~27~Q31~TCC02~AGE~RACE,2019,2022,MN,Minnesota,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-94.79420050299967 46.35564873600049),C06,TCC02,Q31,27,AGE,65PLUS,RACE,HIS
BRFSS~2019~2022~22~Q31~TCC02~AGE~RACE,2019,2022,LA,Louisiana,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,37.3,37.3,,,26.9,49.0,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-92.44568007099969 31.31266064400046),C06,TCC02,Q31,22,AGE,65PLUS,RACE,WHT
BRFSS~2019~2022~21~Q31~TCC02~AGE~RACE,2019,2022,KY,Kentucky,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-84.77497104799966 37.645970271000465),C06,TCC02,Q31,21,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2019~2022~17~Q31~TCC02~AGE~RACE,2019,2022,IL,Illinois,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-88.99771017799969 40.48501028300046),C06,TCC02,Q31,17,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2019~2019~20~Q31~TCC02~AGE~RACE,2019,2019,KS,Kansas,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-98.20078122699965 38.34774030000045),C06,TCC02,Q31,20,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2019~2019~18~Q31~TCC02~AGE~RACE,2019,2019,IN,Indiana,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-86.14996019399968 39.766910452000445),C06,TCC02,Q31,18,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2019~2019~27~Q31~TCC02~AGE~RACE,2019,2019,MN,Minnesota,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-94.79420050299967 46.35564873600049),C06,TCC02,Q31,27,AGE,65PLUS,RACE,BLK
BRFSS~2019~2019~9002~Q31~TCC02~AGE~RACE,2019,2019,MDW,Midwest,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,66.4,66.4,&,Regional estimates may not represent all states in the region,49.8,79.8,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,C06,TCC02,Q31,9002,AGE,5064,RACE,BLK
BRFSS~2019~2022~18~Q31~TCC02~AGE~SEX,2019,2022,IN,Indiana,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,45.4,45.4,,,35.3,55.9,Age Group,50-64 years,Sex,Male,POINT (-86.14996019399968 39.766910452000445),C06,TCC02,Q31,18,AGE,5064,SEX,MALE
BRFSS~2019~2019~27~Q31~TCC02~AGE~RACE,2019,2019,MN,Minnesota,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,26.1,26.1,,,22.1,30.6,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-94.79420050299967 46.35564873600049),C06,TCC02,Q31,27,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2019~2022~15~Q31~TCC02~AGE~RACE,2019,2022,HI,Hawaii,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),C06,TCC02,Q31,15,AGE,5064,RACE,WHT
BRFSS~2019~2019~9002~Q31~TCC02~AGE~RACE,2019,2019,MDW,Midwest,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,50.5,50.5,&,Regional estimates may not represent all states in the region,38.4,62.5,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,C06,TCC02,Q31,9002,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2019~2022~22~Q31~TCC02~AGE~RACE,2019,2022,LA,Louisiana,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-92.44568007099969 31.31266064400046),C06,TCC02,Q31,22,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2019~2022~27~Q31~TCC02~AGE~RACE,2019,2022,MN,Minnesota,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-94.79420050299967 46.35564873600049),C06,TCC02,Q31,27,AGE,5064,RACE,HIS
BRFSS~2019~2019~20~Q31~TCC02~AGE~RACE,2019,2019,KS,Kansas,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,39.9,39.9,,,30.3,50.3,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-98.20078122699965 38.34774030000045),C06,TCC02,Q31,20,AGE,5064,RACE,WHT
BRFSS~2019~2022~18~Q31~TCC02~AGE~SEX,2019,2022,IN,Indiana,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,21.8,21.8,,,14.3,31.9,Age Group,65 years or older,Sex,Male,POINT (-86.14996019399968 39.766910452000445),C06,TCC02,Q31,18,AGE,65PLUS,SEX,MALE
BRFSS~2019~2019~9002~Q31~TCC02~AGE~RACE,2019,2019,MDW,Midwest,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,0.0,0.0,&,Regional estimates may not represent all states in the region,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,C06,TCC02,Q31,9002,AGE,65PLUS,RACE,ASN
BRFSS~2019~2022~9002~Q31~TCC02~AGE~OVERALL,2019,2022,MDW,Midwest,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,37.3,37.3,,,34.9,39.8,Age Group,Overall,,,,C06,TCC02,Q31,9002,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2019~2019~20~Q31~TCC02~AGE~SEX,2019,2019,KS,Kansas,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,37.2,37.2,,,29.1,46.1,Age Group,Overall,Sex,Female,POINT (-98.20078122699965 38.34774030000045),C06,TCC02,Q31,20,AGE,AGE_OVERALL,SEX,FEMALE
BRFSS~2019~2022~15~Q31~TCC02~AGE~RACE,2019,2022,HI,Hawaii,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-157.85774940299973 21.304850435000446),C06,TCC02,Q31,15,AGE,65PLUS,RACE,HIS
BRFSS~2019~2022~20~Q31~TCC02~AGE~RACE,2019,2022,KS,Kansas,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-98.20078122699965 38.34774030000045),C06,TCC02,Q31,20,AGE,5064,RACE,HIS
BRFSS~2019~2019~22~Q31~TCC02~AGE~RACE,2019,2019,LA,Louisiana,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-92.44568007099969 31.31266064400046),C06,TCC02,Q31,22,AGE,65PLUS,RACE,BLK
BRFSS~2019~2022~16~Q31~TCC02~AGE~SEX,2019,2022,ID,Idaho,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,27.5,27.5,,,19.2,37.7,Age Group,65 years or older,Sex,Female,POINT (-114.3637300419997 43.682630005000476),C06,TCC02,Q31,16,AGE,65PLUS,SEX,FEMALE
BRFSS~2019~2022~26~Q31~TCC02~AGE~SEX,2019,2022,MI,Michigan,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,35.6,35.6,,,27.4,44.8,Age Group,Overall,Sex,Male,POINT (-84.71439026999968 44.6613195430005),C06,TCC02,Q31,26,AGE,AGE_OVERALL,SEX,MALE
BRFSS~2019~2022~24~Q31~TCC02~AGE~RACE,2019,2022,MD,Maryland,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-76.60926011099963 39.29058096400047),C06,TCC02,Q31,24,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2019~2019~24~Q31~TCC02~AGE~RACE,2019,2019,MD,Maryland,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-76.60926011099963 39.29058096400047),C06,TCC02,Q31,24,AGE,65PLUS,RACE,BLK
BRFSS~2019~2019~18~Q31~TCC02~AGE~OVERALL,2019,2019,IN,Indiana,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,43.9,43.9,,,36.9,51.1,Age Group,50-64 years,,,POINT (-86.14996019399968 39.766910452000445),C06,TCC02,Q31,18,AGE,5064,OVERALL,OVERALL
BRFSS~2019~2022~17~Q31~TCC02~AGE~RACE,2019,2022,IL,Illinois,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",POINT (-88.99771017799969 40.48501028300046),C06,TCC02,Q31,17,AGE,5064,RACE,BLK
